rating,title,text,timestamp,helpful_vote
5.0,"Excellent headphones, great battery life!","My kids love these, great battery life, the sound quality is awesome, and they really enjoy the noise cancellation!",1611099759870,0
1.0,Seriously?,"Sent my airpods back for a refund, and never heard anything back. No refund no nothing!",1635376110594,0
5.0,Another Apple success,Love these! Will not go without them now and I have a few types of headsets. I prefer these!!!,1629288244372,0
1.0,I liked these at first.,"These worked for a couple of months then stopped. I can't get them to pair any longer. I have tried several different times and they will not pair with any device I have any longer. Not sure what happened. I would not recommend them. A product that cost triple what my cheap ones did should last. I have a $35 off brand that works every time. they dont sound as good, they do work.",1661570893234,2
1.0,I liked these at first.,"These worked for a couple of months then stopped. I can't get them to pair any longer. I have tried several different times and they will not pair with any device I have any longer. Not sure what happened. I would not recommend them. A product that cost triple what my cheap ones did should last. I have a $35 off brand that works every time. they dont sound as good, they do work.",1661570893234,2
5.0,Late adopter,"I was a late adopter to AirPods because I originally did not need see their value. After getting them, I have enjoyed them so far. Sound quality is okay and it is nice to have wireless headphones with good Bluetooth range. I am just afraid I am going to lose them. One thing I do not like about them is that they are not built for exercising. I have heard they break when you sweat.",1609262254545,0
4.0,Pretty Good -- But Get the AirPod Pros for Working,"(Honest review: I paid full retail price and received nothing of value for this review.)<br /><br />I liked these a lot--until I tried the AirPod Pros.<br /><br />Sound quality is more than adequate, not the best, and convenience with iOS devices is great. I primarily bought these for use working on videoconferencing and telephone calls. They worked very well.<br /><br />For these purposes, however, get the Pro version. In addition to being more comfortable* and less prone to falling out than the AirPods, the sound is at least as good and the noise cancellation is awesome! It makes all the difference for working. After trying the Pro version, I gave away my AirPods.<br /><br />*Usually I find ""intrusive"" ear buds uncomfortable and expected that the AirPods would be more comfortable for me than the Pros. This is not what I found. The Pros are the most comfortable ""intrusive"" ear buds I have ever tried (including many premium manufacturers' offerings).",1605108960148,0
4.0,Confused,"I like my new AirPod but, I am a little confused about which type I brought. Ad says 2nd generation but it’s identical to the first.",1577824992814,1
5.0,Works great,Great quality works great,1602351673498,0
5.0,Great gadget!,Awesome gadget!,1593481232298,0
5.0,Awesome birthday gift!,My husband got them for Christmas! He loves them!,1577412543779,0
4.0,Thumbs up,Bought for my daughter.  They seem to work great,1570146849770,0
1.0,Not worth it in the long run,"They were wonderful earbuds when I first got them, but after a while the sound quality was worse and one side stopped working. They didn’t work for phone calls and I would find that one earbud would be playing my music along with the phone playing music aloud. I finally retired them (after only having them for 6ish months) when they were blasting music in a library. It would be a better investment to buy a brand like Tozo, but I will never be buying AirPods again. This was my second pair in the last year (I treat my technology very well) and they are not worth it.",1644336870691,1
5.0,"I love them, I'll never go back to ear buds again.",I love the incredible technology and practicality built into these air pods. They suit my needs perfectly.,1672341719708,0
5.0,Super sound,Don’t dislike anything here. These are great. Highly recommend.,1640992877846,0
5.0,My Son works for Apple and these are genuine,My Son works for Apple as a Genius and he confirmed that these are GENUINE APPLE AIRPODS!!,1601406116811,1
5.0,Wife loves them,"Wife finally started using the corded ear buds while walking. Bought these as a Christmas gift. She hasn’t used her old ones since. Uses while walking, talking on the phone, zoom meetings, etc. She loves them.",1612318679965,0
5.0,Apple Airpods,I really enjoy these airpods. I love the wirelessness of them. I didn't like the wires from the earbuds. These have pretty good sound quality. Price is good. Very easy to set up. I would order again.,1597097052447,0
5.0,Comfortable with great sound.,"Ear buds are secure in ears, comfortable to wear long time.  Bluetooth makes all the difference in freedom from<br />cords...I hate it  when the cords would pull everytime I turned my head, or pull out!  I sync them to my tv and cell phone.  I can hear everything clearly.  Highly recomend, worth the price.",1609037025507,0
5.0,worth every penny,best head phones i ever owned,1563172091294,0
2.0,They last a little over 6 months.,"I like the fit, the sound, the look, the battery, BUT I have bought two pair and a little after 6 months, the right one would no longer hold a charge. So I have two left EarPods that work fine and I still use. Evidently there is no warranty that covers. They work great for as long as they work.",1658195491889,1
5.0,Excellent!,Brand new... can't complain.... all is good,1583245461812,0
4.0,Before you buy it you need to try it on,"These AirPods are great! They are a nice replacement for regular ear pods and are more convenient. The sound quality is great, and my privacy is more protected. However they are a little loose, but still enjoyable nonetheless.",1568258129664,0
4.0,Cuts Out Constantly,"Being partial to Apple, woulda loved to have given these 5 stars. But they keep cutting out. My first set cut out so bad that I had to send them back into Apple who replied ""they check out fine"". And this is with pairing it to an iPhone 13 Pro Max!<br /><br />Too bad because aside from that, I LOVE them! Sound quality is perfect and they're so light and comfortable I hardly notice that they are there. And I don't eve want noise cancellation; I like that I can hear what's going on around me or when someone calls out for me.",1650061011407,0
1.0,Frustrating Experience,"My AirPods have been awful from the start. Way too often have I had to take them into Apple to have them fixed. There’s always at least one AirPod that is not working at all. They had to replace one all together, which was fine because it was still in warranty but once it was up they were no longer helpful. One AirPod does not work at all and the other is quiet. Haven’t been happy since the start.",1575154155730,0
3.0,"Good quality and easy to use, disappointed that having trouble with them already","I have had these less than a month and the R eat bud stopped working. I no longer get sound from it. I love my AirPods, but disappointed that I am already having problems with them",1591701837161,0
5.0,Apple AirPods,"Cordless, not bulky, fits in ears",1618195084162,0
5.0,Awesome!!,Purchased these for work meetings on Macbook and works perfectly with great sound/call quality.,1601389143871,0
5.0,easy to use,I love these!! They are easy to use and no cord to deal with.,1596201695364,0
4.0,Does not work good at all for speak texting,"Worked well for conversation but when I went to use for speak texting the device would always hesitate, be way behind with my words and most of the time present incorrect words and odd comments. Tried multiple adjustments to fix issue with no result. Not a good product when I can spend 1/3 of the price for other brands and get a better quality outcome. This is my first real disappointment with Apple.",1588502521845,0
5.0,Great for teens,I ordered these for my kids for Christmas.  They were all thrilled and love them.,1579810584579,0
5.0,Excellent,I brought these for my daughter iPhone 6 plus no problem.,1579215723954,0
5.0,The pairing is automatic,Super ease to pair and use,1581397251783,0
5.0,Perfect and they engraved the case for me 🥰,Work wonderfully and a great price can use them with any device,1665342728959,0
4.0,Wireless EarPods,Wireless EarPods,1577892878943,0
5.0,Excellent,Great quality,1579310921018,0
5.0,Great product!,How did I make it before I got these?  Sound is excellent. All the other things going on around me just melts away.  It does eventually hurt one small place on my ear.  That’s to be expected since I’m putting hard plastic with no give in my ear.  I’ll soon figure out how to wear it comfortably.,1591126916425,0
5.0,Very good,Very good product.,1611019569756,0
5.0,Great battery life.,Great sound for phone calls.,1594165286644,0
5.0,As described,Good but the noise canceling isn’t the best,1561975813238,0
3.0,Too big for my ears,Too big and they hurt my little ears! Make smaller sizes!,1579824256882,0
5.0,Perfect,"From ordering to delivery, everything was wonderful!",1577318934783,0
5.0,perfect!,Bought as a gift for my friend! Very nice. Excellent price!,1595160799233,0
5.0,"Perfect performance, very comfortableto wear for hours at a time.",I purchased these to sync with a GPS mapping app on my phone.  The app is intended for cycling applications. After setting up my route the app gives me turn by turn instructions while riding.  The air pods ensured that I never missed a turn over several days of cycling in both urban and rural settings.<br /><br />The buds are comfortable to wear and remain very secure in my ears even while exerting myself on a bike and perspiring in hot weather.,1634218655102,0
2.0,PRICE! YIKES?!?,Too expensive,1582837339134,0
5.0,Absolutely the best sound for mid price earpods,Love how these fit in my ear without constantly falling out. Easy to use and audio on phone calls is great.,1639182231033,0
5.0,Do what they are supposed to,Work as expected,1662301448724,0
5.0,Pricy but great quality,Love the functionality and quality. Pricy but good value,1579203523037,0
5.0,Great headset,I wear these  when I’m cutting the lawn or working in the yard. They do not fall out and it’s unbelievable the noise cancellation. I don’t hear anything around me.,1655837395738,0
5.0,I received real AirPods.  I’m happy with the product,The ones I got are real AirPods. There are so many fakes out there.,1594038648815,0
5.0,Air buds,These are awesome! Amazing what you can do with these!,1579697462507,0
5.0,I do love a good Apple product.,"Even though this is ""old"" now.  Still a great product.  This was for my child and she loves it.",1628795598489,0
1.0,Returned Item,Did not charge or pair. I returned them.,1600317611517,0
1.0,unreliable charging,"This is my second pair (I had the first generation Airpods), and they have the same problem: unreliable charging.  I'll put them in the case, and the orange charging light will come on; I take them out some time later, and one is completely discharged.  I clean them, and still have problems.  Also, sometime they don't register in my ear(s): I need to open and shut the case and insert/remove them to/from my ears multiple times.  I followed Apple's cleaning instructions.  Time for yet another visit to the Apple store.<br /><br />Update: Continues to happen, went to the Apple store, and this time they cleaned them and they worked, but they said I should buy a new charging case.  This is after being only two years old.  If they clean them they work fine.  The problem started shortly after I got them, and the previous model had the same problem; and they tell me to buy a new charging case.",1630662879786,2
5.0,Easy to use,These are not the airpods for noise cancellation though they do keep out some sound. I mainly wear them indoos for books on audio or shorter walks so they are perfect for my purposes,1579298294512,0
1.0,Not happy at all!!!,Bought in September for a Christmas present. Haven’t been used for even 2 months and one quit working!!,1676069076317,0
5.0,Comfortable,Love it,1581786266320,0
5.0,Delivery,"I was very disturbed to see that my package was open.  Luckily the Apple box was shrink wrapped and the product was not disturbed.  Don't know how it happened.  I am replacing my AirPods as my first ones were lost.  I love the product, just concerned about the package being tampered with.",1592486359506,1
5.0,Great,Headphones are great,1589110220858,0
5.0,Very convenient! Apple products always are of great quality!,Great to use while multi-tasking!,1595250243615,0
5.0,Just what you need if you have a hard time hearing on you cell,Very happy,1621386374280,0
5.0,Original Apple product,The only complaint I ha us the duration of battery. Literally no more than two hours of use. Besides that this is an original apple product (at least the ones i got) very practical! Sound amazing and its just easier to carry around!,1595366619005,0
5.0,Life changing,He loves it!,1580745507920,0
5.0,My wife loves them,She loves these and they work great. Stays charged for a long time. And charges fast.,1641406596663,0
5.0,Great!!!,"I purchased 2 of these units one for my husband, the other for myself. Love them oh so much! They sound quality crispy clear. Noise cancellation is on point as well. They are extremely comfortable, most times I forget I’m even wearing them. Lol. My husband has fallen asleep several times with them in, talk about comfort. Great price as well, highly, highly recommend buying. It’s a great idea being wireless since you get endless possibilities, and no restrictions. Get them already!",1628528829357,0
5.0,connects fast,"Excellent sound,  beautifully made.",1603998793146,0
5.0,Brand new and cheaper,Buying these at the Apple store in 2020 is about $187.00...,1596318997332,0
2.0,I really hate pairing these ...,"Inevitably, one of the airpods always stops working, but it is not always the same one. It swtiches ears. It takes several attempts to unpair and re-pair to get them both to work. I wear them to run. I have sometimes gotten less than a mile into my run when one quits working. It is ridiculous. I paid the extra money thinking they would function as expected. Disappointed.",1608775752870,3
4.0,Works great (for a premium price),"Sound quality is great! Wireless connection work seamlessly with Iphone. The noise cancellation is weak, but don't want to spend an extra 100 bucks for an upgraded version.",1579291552496,0
5.0,No issues at all,Sound is good. Got them on sale! Great purchase!,1644101229777,0
5.0,Recommendated,I bought this for my husband for the second time and he is so very pleased with product.,1635994238639,0
5.0,It's Apple,Should have have bought before work with all my Apple world,1645291891451,0
5.0,❤️❤️❤️,They are excellent... I absolutely loved them,1598307663968,0
5.0,In love,These are so fantastic! Wish I had bought sooner,1604113365685,0
3.0,Prefer wired,"I really wanted to like these, but in terms of connectivity and reliability, the wired version is a better option",1650776991801,0
5.0,Great sound and battery life.,I got these for both my wife and daughter. They loved them and have not had any issues. I will admit I tried knock offs at first but as usual that was a waste of money. They didn’t last long and I ended up buying these in the long run. Lesson learned.,1574740006042,1
5.0,Best earbuds ever,"I love the small battery enabled AirPod case. My favorite feature is when you open the case, the AirPod battery level along with the case battery level is shown so no need to guess when to charge. The AirPods automatically connect to the iPad every time you open the case. The quality and ergonomic design are excellent, exactly what you expect from Apple 🍏 products!",1640607199524,0
3.0,Battery Didn't Last,I have them for a little over a year & they are not keeping a charge. I didn't buy the extended warranty bc I thought more of Apple. Guess I was wrong. Might try a different brand next time & buy the warranty.,1621522646498,0
3.0,Battery life in question,"I really wanted to like these and in many ways I do. They sound good. But I don’t think I’ll like them for long. I just charged them for the 3rd time. They were plugged in, in the case, for 2 days and only charged to 91%. A 9% loss in a few weeks is a lot. So I guess I won’t be liking these for too long.",1590176549538,0
4.0,User friendly,Nice AirPods...,1609359706580,0
4.0,Great even with android phones,I love my Google Pixel phone but I wanted a good pair of wireless earbuds and Apple's airpods are very comfortable and their battery life is great. I couldn't resist getting a pair.,1602716356620,0
3.0,Don’t seem equivalent to EarPods,They came sealed and pretty much charged i am assuming they are new. I read all the reviews about people getting used ones so i was skeptical. The sound is a bit low but it could be due to the noise  limiting i have activated it sounds louder when i turn it off. They don’t seem to stay connected i will reset them and see how it works. They also do not seem to stay charged long. I had to reach out to apple in order to purchase apple care because it told me the Amazon purchase date was invalid. Being that the return date has been extended i will try them out and see how it goes. They don’t seem as loud as wired EarPods.,1605219346922,0
1.0,Fake Apple product,Not a genuine Apple product. I got excited about the prime day price but 130$ for fakes is ridiculous.,1608660617044,0
4.0,Very good headphone,"So far, it's been working as described. The sound is great,",1568841690585,0
5.0,Awesome like always,They are comfortable and great quality.,1578969855892,0
1.0,Not everyone is getting the same version and most people wont know the differance,I own 2nd generation and bought for my BF as a gift. However when he opened the box and went to charge he looked at me after they were plugged and said... How do I know they are charging? I looked at him like he was crazy. Then I realized they were completely different from mine. 2nd gens DO NOT have silver on the front like the ones we got. Also the charging light was inside. I know they're first gen but IDK if they are first gen knock offs. Box looked iffy. We were returning anyways so no need to look up serial number.,1638284817206,1
5.0,Why did I wait so long!,"I love these, it’s so nice to be wire free when working and on calls through out the whole day. I’m surprised at how well they fit and don’t fall out your ear, which was my initial hesitation. I also added AppleCare since it was only $2 and some change each month.",1614339149570,0
5.0,Love them!,So happy with purchase,1638726168745,0
2.0,Terrible sound quality,"The Samsung Galaxy Buds don’t just sound better than the AirPods, they’re among the best-scoring Bluetooth headphones Consumer Reports has ever tested. They’re a little cheaper, too. Apple AirPods are among the best-selling earphones of all time. They’re simple to use, sync easily with other Apple products, and come with appealing features. But despite their overwhelming success, our tests show that they come up short in the area that counts above all else: They just don’t sound great.",1567101327096,0
2.0,Not happy,My left earbud will not hold it’s charge and falls out of my ear.,1565690230279,0
5.0,It's an Apple,Amazing,1567639675823,0
3.0,Too large for my small ears,"I wish they make smaller ones for people with smaller ears.  What I did get are ear wires to hold them which helps to keep them in my ear.  Other than that they work perfectly.  Great sound, so easy to use they start immediately.",1623096530424,0
5.0,Great buy,Got them as a gift for my sister and she loved them and the quality!!!!,1603861001658,0
3.0,Great call quality but fit is not for everyone...,"Really enjoyed the quality of calls, sound and convenience of quick pairing and switching between devices however while the fit was great on one ear, wasn't the same for the other one. Kept falling, had to return. No way of knowing how it will fit without trying on, therefore experience with them differs from person to person. Take these reviews here with a grain of salt.",1588186729489,0
5.0,I look cool,"Now when I talk to myself people can see that I have these things in my ear and think oh he’s talking to someone on the phone… yeah sure, that’s what I’m doing…….. ;)",1644104385190,2
5.0,You won’t be disappointed,"I am so in love! These are so comfortable with amazing sound. I highly recommend these, you would not be disappointed! I would definitely buy these all over again! I’ve had an assortment of ear buds, including Boes, which were way more expensive than these here I just bought and these are way better not only in sound but also comfort.",1575582871087,0
5.0,Earbuds,"Silent, hold vol in",1576509472868,0
5.0,Great product,Like everything,1568153784993,0
5.0,Cut the cord get airpods!,They are so worth it! If your worried about losing them if you have air cloud and find my iphone enabled you can actually locate your case and play a sound through your headset if you have lost them - I have to use this all the time because I set them every where.  I would buy these 100X over.,1596396904335,0
5.0,Worth every penny by far,Great sound and very easy to use and sync up,1596977473679,0
2.0,Not worth,"Keeps falling off my ear, lost one",1607909454139,0
1.0,One ear plug died.,"Less than 30 days, one ear plug decreased sound in spite of full charge. It died. Cheap quality!!",1663712641814,0
5.0,"Better than expected, outstanding functionality, bit weak in lower-frequencies","Overall very good sound, but not great - bit weak on low frequencies which was hardly unexpected.  Functionality is great, features make it worthwhile.",1559510690785,0
5.0,Great product!!,Love these!! Can’t believe I didn’t buy them sooner. Very comfortable for everyday as well as during exercise.,1578344403549,0
5.0,Took too long to arrive,Great product. It took 9 days for this to arrive which was way too long. I bought these as a gift for my wife and I had a hard time stalling. I get the whole convid 19 thing but geez.,1590108335524,1
5.0,Love 'em,Buds are working great.  Our company went to a 'cell phone only' system and we are all realizing how hard it is to use cell phones and a keyboard at the same time - all the while maintaining privacy from others in the office.  Bud's are what I'm choosing until a different system is adopted...and they seem to always be making changes.,1569281695010,0
5.0,Great,Very useful,1661730501662,0
1.0,Straight garbage! Don't waste your money!,This airpod and charging case stopped working after 2 days. It stopped connecting to my iphone and I will be returning. I tried everything to reset and connect. This is disappointing!!  My hubby has a cheaper versions pods for the past year and his works great!,1614530152778,0
5.0,Good,Good,1643590637512,0
5.0,Great price ($15) below retail,These AirPods are awesome and convenient. They pair perfectly with my iPhone with little to no delay.,1566975025207,0
5.0,Real Deal,These are the real Apple pods....love them ..,1635985921875,0
5.0,Great gift idea,Have to my husband as a gift and he absolutely loves them,1647115520858,0
5.0,Which I had ordered these sooner.,These were a better price on Amazon then with my cellular company. I wish I had ordered these years ago when they first came out but for the price I'm super happy I waited.,1612221658402,0
5.0,Great Headphones!,These headphones work great! Def recommend having!,1604612570514,0
5.0,Find out if they sell separate,"Used them for running and they are supposed to stay in, went running yesterday, had used them once a week on my run, right side one fell out, bounced away and off cliff, lost forever",1559259657609,0
5.0,Amazing earbuds!!,Amazing battery life! Pretty good audio quality and noise cancellation! amazing earbuds!,1576106345848,0
5.0,👍🏻,Battery lasted longer than I expected,1562728518351,0
5.0,cool,cool,1577935123584,0
5.0,Great sound and good charge.,Very good sound quality and they stay in ears without falling out. Hold a nice charge for long use as well. Recommend!,1582411251116,0
3.0,Three and a half,These AirPods came to me with the right air broken. I had to take time out of my busy week to visit the apple store and replace it. Not worth buying-if you want AirPods buy them at the apple store.,1584373861059,0
5.0,Pricy but good,Works flawlessly with my iPhone,1611192944300,0
5.0,Special and rare price,"The device is so cool, I wasn't expecting this great",1606220094161,0
3.0,unreliable,"-1: only automatically connects with android phone (google pixel 5) ~80% of the time.<br />-1: does not give sufficient warning to switch airpods when battery is running low<br />-1: after 6 months of use, microphone on right airpod intermittently stops transmitting. tested with multiple apps.",1636527408058,0
5.0,Great product well worth it.,"The only complaint I have is since I didn't opt for Amazon Prime, it didn't ship at all for 2 weeks, no slower mode, just waited until the projected arrival window. Great product, my wife was thrilled with their fuctionality.",1609371111320,0
5.0,Cool😎,My grandson loves them,1579042093396,0
5.0,Timely & Quality,The product arrived earlier than predicted and works as designed.  We've had the product for about a month and all works properly.,1608239047426,0
5.0,Very great item!,Overall: a happy customer,1573522536269,0
5.0,Better than beats.,Best purchase since my beats. Way better.,1582431516231,0
1.0,Buyer beware - not the latest model,This is not the latest model.,1575132221838,0
5.0,So easy to set up,Great sound and the earbuds are comfortable.,1567288934726,0
5.0,Price,Apple AirPods with Charging Case (Latest Model),1565981219475,0
5.0,Love it,Works great,1676022423723,0
5.0,Great name and quality!,"Love them and got a really great deal on them, much better than knock offs. Great battery life. No having to charge after each use.",1622408466304,0
5.0,LOVE these!,so glad I bought these.  They are great value for the price.  they work great.  I have had them for at least a month and they are working great!,1576900935551,0
1.0,Exchanging soon!,"Massive issue of sound being incredibly low at complete random, while my settings say max volume and the sound is incredibly quiet. As well as an issue where there are 2 error logos next to my AirPod pop up.",1579057974662,0
5.0,Generation 2 AirPods Review,Sometimes it says it’s connected then I have to turn off Bluetooth then turn the Bluetooth back on because the music doesn’t play on the AirPods. All in all it’s great but ANC Active noise cancellation isn’t on these AirPods these are second generation but they block out a small amount of sound.,1578177804072,0
5.0,Worth it,Really worth the price. I only regret not purchasing this sooner.,1582182568439,0
5.0,👍🏿,👍🏿💯👍🏿💯👍🏿💯,1647461476311,0
5.0,"Great buy, works flawlessly",I’m in love. I shouldn’t have waited as long as I did to get on the AirPod train.<br />If you’re considering—please just make the purchase and thank yourself later.,1624241172149,0
5.0,Best all around headphones,"Great all around headphones. I use them to work out and they stay in throughout. Very comfortable to wear for long periods of time. The sound quality is good as long as your expectations are not that high because these are not noise canceling or over the ear headphones. If you just need some good wireless headphones with great battery life, comfortable on most ears and sound good get this.",1608229267901,0
5.0,Great purchase for those who use phone or listen alot,"Love these. Took me a few years to finally purchase because of the cost, but would 100% recommend buying if you are on the fence. They are super easy to use, very lightweight and they work great! They connect to my phone without problems 99% of the time and the sound quality is perfect. They are far superior to any other headphones I have used and will never use anything else.<br /><br />After having them for a good 6 months now, there are rare times where they have issues connecting. Its not a major complaint and it never stays that way, just occasionally they just wont connect. I usually just place them back in the case and the next time they work fine.",1606309837027,1
5.0,Great product,"With the lack of earphone jacks on new electronics, these fill a gap.  They have excellent sound quality and long battery life.  The case charges the ipods and is, itself, charged.",1653329169578,0
5.0,Great sound and got them on sale,Great sound,1564007343693,0
5.0,A+++,A++++++,1621692254376,0
5.0,As Advertised,As Advertised,1606702638162,0
5.0,Great deal !!!,Good price and very nice product.,1579037252780,0
5.0,Excellent product. Great value,Great product! Work flawlessly,1604935647325,0
5.0,👍,Best,1579065353991,0
5.0,Battery life is great.,Love this product. So happy I purchased it.,1574105325993,0
3.0,"Decent ear buds, but really expensive","They work well and the microphone is a lot better then the first set of air pods we had. They are  aesthetically pleasing and very clean looking. The case is very nice and they hold a charge well.<br /><br />At the price tag, I feel like you are paying more for the Apple brand rather than high quality head phones. I have a much cheaper set of wireless Bluetooth earbuds that work just as well, but at half the cost.<br /><br />If you want “Apple,” then this is the product for you.",1568085172699,0
5.0,Awesome,Great,1572394980958,0
5.0,Great headphones!,Bought for my son for Christmas! He loves them. No complaints.,1588025484052,0
5.0,Great product,Comfortable and sound quality and hearing are excellent,1580423465188,0
5.0,Good product,"Used it for several months, very good quality",1609899256463,0
5.0,Works great.,I like the quality of the sound and the battery life.,1606607941449,0
5.0,Works as adverised,Great buy and great product,1605580086678,0
5.0,Great headphones.,Work great.,1608766542251,0
1.0,Not worth it,Can’t hear out of them,1642617810158,1
5.0,AirPods,Replacing set that was lost. Great sale price,1670709581447,0
5.0,Product is the real thing,"Replacing a teenagers AirPods due to carelessness is such a 1st world issue, but capitalism allows a great value like this one to occur.  All is right again in my teenager's world again thanks to this seller and Apple's ability to produce a near flawless product.",1563790358921,0
2.0,Wait for next Gen. or find something else,My “2nd Gen.” lol broke in 2 weeks. Awesome,1571746373502,1
5.0,these were a gift,I dont know how the recipient liked or disliked them.,1581225341723,0
5.0,Amazing,I love them so much. They work perfect. I wish they wouldn’t fall out as easily as they do but it’s pretty great,1575497805710,0
5.0,Worth every penny!,"Love these! Great for the gym and everyday use. You can definitely hear the treadmills, but I knew they weren't noise cancelling when I bought them. Great sound!",1581549063322,0
2.0,Didn't last long,"Very disappointed in how long these lasted, especially with the high cost. Less than three months use and they would not connect to my phone anymore. I wasn't able to get them returned by the window due to a family death.",1595449958800,0
5.0,"Yep! These are Great! Just a few Minor Drawbacks, but Otherwise are as Advertised!","As many have said before, the batt life on these Airpods is nothing short of  great! The case is the key to extended  life. Comfort? For most people, the comfort level is outstanding. My left ear does have issues different from most, so the unit keeps popping out during exercise. Installing the little slip covers seemed to correct this. (Silicon based) I've heard a few complaints regarding sound quality. Not so for me. I just twist them a bit so the main speaker is directed to my ear canal, and the sound is about the best I've heard. These are great for the price, and I predict the Pro version prices will go down after the holidays if you want to hold off and spend up to 50% less. The only real difference with the Pro version is the end pieces. (Will stay in your ears  better than standard.) I paid $165.00 for these. Worth every penny I think!",1573509577926,3
5.0,Amazon had a great value available.,"Sound quality is great, storage and recharging package is great, too. Amazon sale price pushed me over the edge to acquire them.",1606524887941,1
5.0,Perfect Ear Buds for Work,"I just got these ear buds because I was told that I needed some to listen to music at work.  It was a standing rule for everyone in the office.  I have been using them every day at work and they are great.  I discovered that I don't have to bring my phone with me if I go across the office to the breakroom, or the rest room.  Since I only have one ear bud in at a time, they last pretty much all day.",1667668735611,5
5.0,Love them,I love these! Definitely worth it and authentic!,1585831938400,0
5.0,Made my lil brother happy,It was a gift for my lil brother he loves them,1577111523279,0
5.0,Good deal,Purchased these for my teenage son.  He uses them daily and they are holding up well,1641667542002,0
5.0,Love these things,"Love them, I use them basically non stop",1577650077087,0
5.0,Legit iPods,These are legit AirPods with the labels / markings and packaging. Battery life is great (5+ hours) after a full charge.,1674165363382,0
5.0,Helpful,Amazing sound quality and the battery life is so heloful,1601785693051,0
5.0,Great quality and no cord is awesome!,Okay so this was a Christmas gift for my husband and so far “I borrowed them!” I love them and now have to order a second pair as I have taken over his!,1579199025519,0
5.0,Love these,Great AirPods.,1610313994380,0
5.0,Battery last forever,Work great,1597501692548,0
5.0,"Great AirPods, buy !!!","What can I say, great AirPods.  Would definitely buy !!!",1579190721216,0
5.0,As good as they say,"I'm very impressed with the AirPods.  My wife has been wanting me to get a pair for years, but I resisted (I'm on Android, so I knew I'd lose a bit of functionality - my wife has an iPhone).  But, I finally gave in when they had a good sale, and I love them.  I wish there was a gesture that would ""jump back"" my playback, but at least double tap does a pause/play.  Super comfortable, very long battery life, excellent sound quality.  Even the charging case is excellent: not too small (to get lost), nice magnetic lid (doesn't open unless you want it to), good feel.  The Apple designers know their ergonomics!",1606268720686,0
5.0,Easy to carry,"Love it, so much easier than holding on to your cell phone",1672604295403,0
5.0,Love them,I considered getting some for a while and finally did. I didn’t want the noise cancellation AirPods so I got these. I like that I can hear clearly yet hear sounds around me at a good level . . . Not overly noisy. Works great. . . Only issue I have is my ears get a little sore.,1661368582769,1
5.0,Excellent,"My iPhone volume is worthless, so glad I got these AirPods it makes such a difference",1619135440458,0
5.0,Happy with product,On gift list and recipient is happy with product,1565799405840,1
5.0,She liked them,My daughter likes them she said are comfortable.,1610995888507,0
5.0,Work great,Work great,1577240608059,0
5.0,I work overnights and these help make the time go so much faster and enjoyable!!,Personal use! Would def purchase again!!,1643859064441,0
5.0,Very soft,It met My expectation,1662314821520,0
3.0,"Perfectly ok, wish they had more commands.","Recently, I decided to switch to wireless earbuds because I keep getting tangled up when I go out for a walk. Apple was the no-brainer choice, as Apple earbuds have always fit fairly comfortably in my ears. I've always enjoyed that their basic headphones don't create a seal or have silicone coating on them as well.<br /><br />They synced up easily. They fit comfortably in my ears. They only have...one command per airpod? Is that my fault for not reading it? Yes. But it is also baffling that it's $129 for airpods when the wired ones that came free with my phone can Pause, Play, Forward, Backward, and Adjust volume with one tiny little piece on the wire.<br /><br />So anyway, these worked exactly as they were supposed to and my purchase experience was pleasant. If you know exactly what you're getting, you'll be happy! I took away two stars because for this much, I could have just bought the knockoffs for $20. Yes, that's on me. But also, the product could be much better.",1651259185731,0
2.0,not original item,bad product and fake one,1605475879347,0
1.0,Waste of Money,"It's a great product only if it works.  The right side stopped working only after two months. I tried all remedies I found online, none worked for me. To spend that kind of money for it to last only two months is a joke.<br /><br />Edit: I just brought the airpods to the Apple Store for support. They replaced the right earbud for me as it is under warranty. So at least Apple stands behind its product.",1580483336646,0
5.0,Excellent,Easy to use and good sound qualities.,1564852420944,0
2.0,Horrible,I DO NOT RECOMMEND. Horrible. Do not buy. Bad for ears. Can give you health problems. That is why I returned it.,1603093104481,0
5.0,.,Excelente compra,1578863213645,0
5.0,AirPods,These AirPods works perfectly I’ve have them for a while now . They’re still working fine.,1591995565556,0
5.0,Happy Camper,"I received authentic Apple AirPods and I even received them a day earlier than expected! These are definitely an upgrade from my original Gen 1 AirPods that I purchased back in 2018, thankfully. Once again, pairing to my phone is phenomenal and the battery life is long. Of course my old pair wore down over time but I believe, I’ve gotten good use out of them and I’m confident this pair will last just as long. I like the hey Siri feature and that I can even control the volume with Siri now, very cool! Sound quality is just as good as always, overall I’m satisfied. Oh, and one more thing ! These things attract dirt and dust like a magnet and scratch very easily, therefore I highly recommend a case or some form of protection for them.",1624558591331,3
5.0,Air pods rock!,Superior quality!,1602785425114,0
2.0,The EarPods,We had several pair and they break quickly after a short period of usage.,1616783901659,0
5.0,AirPods for spoiled child,Bought for my son and he loves them!!,1569507720953,0
5.0,As described,Perfect,1573825734370,0
5.0,Extremely pleased,"Great sound/volume, longer than expected range (no need to carry phone around with you), and long battery life!",1567284758126,0
5.0,good,like them,1588379449090,0
